"","key_pin","pi_ns","address","tax_district","classes","subclass2","land_total_sf","gba","market_value","x2026_partial_value","x2026_partial_value_reason","sheet_name","file_name","idph_number","bldg_sf","units_beds","revenue_bed_night","est_pgi","est_vacancy_percent","exp_percent","noi","cap_rate","tax_load","loaded_cap","final_mv_bed","year_blt","investment_rating","adj_rent_sf","pgi","v_c","egi","percent_exp","l_b_ratio","excess_land_area","excess_land_value","final_mv_sf","studios","x1br","x2br","x3br","x4br","mobile_home_pads","comm_sf","adjusted_pgi","final_mv_unit","nbhd","town_region","total_land_val","impr_name","units_keys","rev_key_night","occupancy","rev_par","total_rev","ebitda_noi","final_mv_key"
"49","16-29-125-020-0000","16-29-125-020-0000","6307  26TH BERWYN","11002","5-22","66:RETAIL-AUTOMOTIVE HAND WASH / DETAILING","6494",NA,"592000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"6273",NA,NA,NA,NA,NA,"94396.104","0.07","0.0893726803061726","0.159372680306173",NA,"1918","C","19.8","124205.4","0.05","117995.13","0.2","8","0","0","94.4201978098826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","16-29-126-031-0000","16-29-126-031-0000","6247  26TH BERWYN","11002","5-22","58:RETAIL-AUTOMOTIVE SERVICE GARAGE","6703",NA,"260000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"2863",NA,NA,NA,NA,NA,"47869.36","0.095","0.0893725527793969","0.184372552779397",NA,"1923","C","22","62986","0.05","59836.7","0.2","6","0","0","90.6859494428414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","16-29-127-031-0000","16-29-127-031-0000 16-29-127-032-0000 16-29-127-033-0000 16-29-127-034-0000 16-29-127-035-0000 16-29-127-036-0000 16-29-127-037-0000 16-29-127-038-0000 16-29-127-039-0000 16-29-127-040-0000","6227  26TH BERWYN","11002","5-30 5-30 5-30 5-30 5-30 5-30 5-90 5-90 5-90 5-90","92:RETAIL-GROCERY STORES","33542",NA,"1230000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"17745",NA,NA,NA,NA,NA,"208280.8728","0.08","0.0893746662476712","0.169374666247671",NA,"1962","C","15.84","281080.8","0.05","267026.76","0.22","4","0","0","69.2986752979735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","16-29-300-009-0000","16-29-300-009-0000","6324  26TH BERWYN","11002","5-22","58:RETAIL-AUTOMOTIVE SERVICE GARAGE","3322",NA,"259000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"3250",NA,NA,NA,NA,NA,"47683.35","0.095","0.0893724360059876","0.184372436005988",NA,"1960","C","19.8","64350","0.05","61132.5","0.22","6","0","0","79.5769710366225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","16-29-301-008-0000","16-29-301-008-0000 16-29-301-009-0000","6304  26TH BERWYN","11002","5-97 5-97","97:SPECIAL-DAY CARE FACILITY  ALL TYPES","6616",NA,"495000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"5013",NA,NA,NA,NA,NA,"83817.36","0.08","0.0893727592559956","0.169372759255996",NA,"1974","C","22","110286","0.05","104771.7","0.2","4","0","0","98.7171731360227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","16-29-303-007-0000","16-29-303-007-0000 16-29-303-008-0000 16-29-303-009-0000 16-29-303-010-0000","6201  26TH BERWYN","11002","5-22 5-22 5-22 5-22","58:RETAIL-AUTOMOTIVE SERVICE GARAGE","13392",NA,"627000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"9630",NA,NA,NA,NA,NA,"115600.446","0.095","0.0893740703259629","0.184374070325963",NA,"1949","C","16.2","156006","0.05","148205.7","0.22","6","0","0","65.1078537170506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","16-29-308-001-0000","16-29-308-001-0000 16-29-308-002-0000 16-29-308-003-0000","2701  RIDGELAND BERWYN","11002","5-22 5-22 5-90","58:RETAIL-AUTOMOTIVE SERVICE GARAGE","10255",NA,"344000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"3791",NA,NA,NA,NA,NA,"63385.52","0.095","0.0893760463792701","0.18437604637927",NA,"1944","C","22","83402","0.05","79231.9","0.2","6","0","0","90.6842311045448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","16-30-100-020-0000","16-30-100-020-0000","2315 S HARLEM BERWYN","11032","5-22","64:RETAIL-AUTOMOTIVE CAR WASH (AUTOMATIC)","25950",NA,"689000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"3465",NA,NA,NA,NA,NA,"109740.09816","0.07","0.0893733906229799","0.15937339062298",NA,"2013","B","40.656","140873.04","0.05","133829.388","0.18","8","0","0","198.722157294892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","16-30-100-022-0000","16-30-100-022-0000","7111 W CERMAK  BERWYN","11019","5-31","84:RETAIL-SHOPPING CENTERS","1151601",NA,"28314000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"282353",NA,NA,NA,NA,NA,"4731671.574","0.08","0.089372980796667","0.169372980796667",NA,"1961","C","25.2","7115295.6","0.05","6759530.82","0.3","4","22189","377213","98.941400931699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","16-30-104-008-0000","16-30-104-006-0000 16-30-104-007-0000 16-30-104-008-0000 16-30-104-023-0000 16-30-104-024-0000","6800  CERMAK BERWYN","11015","5-90 5-92 5-92 5-90 5-90","86:RETAIL-RESTAURANTS","26644",NA,"1207000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"14406",NA,NA,NA,NA,NA,"213496.92","0.0875","0.0893734049380576","0.176873404938058",NA,"1925","C","20.8","299644.8","0.05","284662.56","0.25","4","0","0","83.7887414741073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","16-30-202-029-0000","16-30-202-028-0000 16-30-202-029-0000","6655  CERMAK BERWYN","11013","5-90 5-28","67:RETAIL-BANKS","42818",NA,"2801000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"18605",NA,NA,NA,NA,NA,"446393.486","0.07","0.089373008536692","0.159373008536692",NA,"1959","B","30.8","573034","0.05","544382.3","0.18","6","0","0","150.547449786493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","16-30-206-004-0000","16-30-206-004-0000 16-30-206-005-0000","6431  CERMAK BERWYN","11013","5-92 5-92","86:RETAIL-RESTAURANTS","7498",NA,"1215000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"9726",NA,NA,NA,NA,NA,"202749.970995","0.0775","0.0893732705577402","0.16687327055774",NA,"1943","B","28.314","275381.964","0.05","261612.8658","0.225","4","0","0","124.922238476695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","16-30-227-032-0000","16-30-227-032-0000","6617 W 26TH BERWYN","11002","5-22","58:RETAIL-AUTOMOTIVE SERVICE GARAGE","10220",NA,"184000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"1026",NA,NA,NA,NA,NA,"21276.14148","0.095","0.089372969","0.184372969",NA,"1930","C","26.62","27312.12","0.05","25946.514","0.18","6","4064","69088","112.472994888963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","16-30-314-009-0000","16-30-314-008-0000 16-30-314-009-0000 16-30-314-010-0000 16-30-314-011-0000 16-30-314-012-0000 16-30-314-013-0000 16-30-314-014-0000 16-30-314-015-0000 16-30-314-016-0000","2917  HARLEM BERWYN","11032","5-90 5-97 5-97 5-97 5-90 5-90 5-90 5-90 5-90","76:RETAIL-SINGLE TENANT","31590",NA,"702000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"5546",NA,NA,NA,NA,NA,"103506.561972","0.085","0.089372969","0.174372969",NA,"1954","C","23.958","132871.068","0.05","126227.5146","0.18","4","6382","108494","94.1911983877182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","16-30-308-044-0000","16-30-308-044-0000","2809  HARLEM BERWYN","11032","5-97","112:SPECIAL-SELF STORAGE","27458",NA,"7771000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"69340",NA,NA,NA,NA,NA,"1160751.6","0.06","0.089372996704379","0.149372996704379",NA,"2002","B","24","1664160","0.07","1547668.8","0.25","4","0","0","112.068448577287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","16-30-327-017-0000","16-30-327-017-0000","2601 S HARLEM BERWYN","11029","5-92","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","40852",NA,"2470000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"14037",NA,NA,NA,NA,NA,"393644.7341568","0.07","0.0893730126846428","0.159373012684643",NA,"1960","A","36.288","509374.656","0.08","468624.68352","0.16","4","0","0","175.96057153974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","16-30-402-002-0000","16-30-402-002-0000 16-30-402-003-0000 16-30-402-004-0000 16-30-402-005-0000 16-30-402-010-0000","6642 W 26TH BERWYN","11002","5-92 5-92 5-92 5-92 5-90","76:RETAIL-SINGLE TENANT","18801",NA,"1092000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"20819",NA,NA,NA,NA,NA,"190476.861696","0.085","0.089372969","0.174372969",NA,"1953","C","12.672","263818.368","0.05","250627.4496","0.24","4","0","0","48.3984558473425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","16-30-404-051-0000","16-30-404-049-0000 16-30-404-051-0000 16-30-404-052-0000","2618  RIDGELAND BERWYN","11002","5-90 5-97 5-97","97:SPECIAL-DAY CARE FACILITY  ALL TYPES","11784",NA,"632000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"5158",NA,NA,NA,NA,NA,"106961.34284","0.08","0.089372969","0.169372969",NA,"1915","C","26.62","137305.96","0.05","130440.662","0.18","4","0","0","122.433822365126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","16-31-107-041-0000","16-31-107-041-0000","3100  OAK PARK BERWYN","11009","5-92","56:OFFICE-MULTITENANT","3127",NA,"328000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"4250",NA,NA,NA,NA,NA,"60386.04","0.095","0.089373828595166","0.184373828595166",NA,"1964","C","19.8","84150","0.08","77418","0.22","4","0","0","66.5554939934641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","16-31-108-018-0000","16-31-108-014-0000 16-31-108-015-0000 16-31-108-016-0000 16-31-108-017-0000 16-31-108-018-0000 16-31-108-019-0000 16-31-108-020-0000","3237 S HARLEM BERWYN","11002","5-90 5-90 5-90 5-90 5-97 5-97 5-97","90:RETAIL-BANQUET HALLS","24103",NA,"1115000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"10101",NA,NA,NA,NA,NA,"194369.80563","0.085","0.0893741313980792","0.174374131398079",NA,"2002","C","26.136","263999.736","0.05","250799.7492","0.225","4","0","0","110.352549691393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","16-31-108-021-0000","16-31-108-021-0000","3243  HARLEM BERWYN","11002","5-92","76:RETAIL-SINGLE TENANT","3442",NA,"455000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"4750",NA,NA,NA,NA,NA,"79420","0.085","0.0893732636986636","0.174373263698664",NA,"1951","C","22","104500","0.05","99275","0.2","4","0","0","96.8239226773728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","16-31-115-019-0000","16-31-115-019-0000","6811 W STANLEY BERWYN","11009","5-97","68:RETAIL-BANKS, SMALL FORMAT","8007",NA,"832000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"2908",NA,NA,NA,NA,NA,"132666.903248","0.07","0.0893732100462765","0.159373210046277",NA,"2008","A","58.564","170304.112","0.05","161788.9064","0.18","8","0","0","286.25486044206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","16-31-126-005-0000","16-31-126-005-0000","6836  WINDSOR BERWYN","11009","5-22","58:RETAIL-AUTOMOTIVE SERVICE GARAGE","19122",NA,"204000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"2247",NA,NA,NA,NA,NA,"37569.84","0.095","0.089372969","0.184372969",NA,"1898","C","22","49434","0.05","46962.3","0.2","6",NA,"0","90.6857447199866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","16-31-127-006-0000","16-31-127-006-0000 16-31-127-007-0000 16-31-127-008-0000 16-31-127-009-0000","6808  WINDSOR BERWYN","11017","5-91 5-91 5-91 5-91","114:SPECIAL-CBD OFFICE","11371",NA,"2634000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"47100",NA,NA,NA,NA,NA,"472507.2","0.09","0.0893732477461022","0.179373247746102",NA,"1930","B","19","894900","0.34","590634","0.2","4","0","0","51.6704696566802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","16-31-127-010-0000","16-31-127-010-0000","3245  GROVE BERWYN","11009","5-92","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","9167",NA,"1089000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"13687",NA,NA,NA,NA,NA,"198007.310592","0.0925","0.0893727616578469","0.181872761657847",NA,"1920","C","20.16","275929.92","0.08","253855.5264","0.22","4","0","0","63.2237740037181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","16-31-127-031-0000","16-31-127-031-0000 16-31-127-052-0000","3308  OAK PARK BERWYN","11009","5-30 5-30","92:RETAIL-GROCERY STORES","25921",NA,"963000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"12200",NA,NA,NA,NA,NA,"163187.2","0.08","0.089372969","0.169372969",NA,"1961","C","17.6","214720","0.05","203984","0.2","4","0","0","79.116309466003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","16-31-127-049-0000","16-31-126-038-0000 16-31-126-039-0000 16-31-126-040-0000 16-31-127-049-0000 16-31-127-054-0000","3340  34TH BERWYN","11009","5-90 5-90 5-90 5-92 5-17","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","39074",NA,"4332000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"36413",NA,NA,NA,NA,NA,"744545.9909888","0.0825","0.0893733037594162","0.171873303759416",NA,"1969","B","27.104","986937.952","0.08","907982.91584","0.18","4","0","0","95.392114412703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","16-31-127-050-0000","16-31-127-018-0000 16-31-127-019-0000 16-31-127-020-0000 16-31-127-021-0000 16-31-127-022-0000 16-31-127-046-0000 16-31-127-050-0000 16-31-127-051-0000 16-31-127-053-0000 16-31-127-055-0000 16-31-127-056-0000","3322  OAK PARK BERWYN","11009","5-90 5-90 5-90 5-90 5-90 5-90 5-28 5-28 5-90 5-90 5-90","67:RETAIL-BANKS","84096",NA,"2771000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"20750",NA,NA,NA,NA,NA,"441560","0.07","0.0893735648142324","0.159373564814232",NA,"1970","B","28","581000","0.05","551950","0.2","6","0","0","122.322185363867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","16-31-128-046-0000","16-31-128-046-0000","7148  HARLEM BERWYN","11002","5-92","77:RETAIL-MULTI TENANT","16478",NA,"970000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"15000",NA,NA,NA,NA,NA,"171547.2","0.0875","0.089373326493306","0.176873326493306",NA,"1969","C","15.84","237600","0.05","225720","0.24","4","0","0","64.069714569594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","16-31-204-014-0000","16-31-204-014-0000 16-31-204-015-0000","6545  STANLEY BERWYN","11009","5-22 5-22","58:RETAIL-AUTOMOTIVE SERVICE GARAGE","11262",NA,"227000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"2499",NA,NA,NA,NA,NA,"41783.28","0.095","0.089373414619339","0.184373414619339",NA,"1985","C","22","54978","0.05","52229.1","0.2","6","0","0","90.6855255380525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","16-31-216-024-0000","16-31-216-024-0000 16-31-216-025-0000","3231  EUCLID BERWYN","11002","5-91 5-91","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","18502",NA,"1335000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"10039",NA,NA,NA,NA,NA,"229392.6598656","0.0825","0.0893730361900927","0.171873036190093",NA,"1971","B","29.568","296833.152","0.08","273086.49984","0.16","4","0","0","18.4539496219265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","16-31-221-046-0000","16-31-221-046-0000","3301  OAK PARK BERWYN","11002","5-97","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","25687",NA,"354000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"1939",NA,NA,NA,NA,NA,"60921.3572352","0.0825","0.0893726686401683","0.171872668640168",NA,"1982","B","40.656","78831.984","0.08","72525.42528","0.16","4","0","0","182.803682799495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","16-31-233-027-0000","16-31-233-027-0000 16-31-233-028-0000 16-31-233-029-0000 16-31-233-030-0000","6607  OGDEN BERWYN","11002","5-22 5-22 5-90 5-90","58:RETAIL-AUTOMOTIVE SERVICE GARAGE","15111",NA,"470000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"3950",NA,NA,NA,NA,NA,"81911.071","0.085","0.0893724976310396","0.17437249763104",NA,"1973","B","26.62","105149","0.05","99891.55","0.18","6","0","0","118.086387650989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","16-31-234-022-0000","16-31-234-016-0000 16-31-234-017-0000 16-31-234-018-0000 16-31-234-022-0000 16-31-234-023-0000 16-31-234-024-0000 16-31-234-025-0000 16-31-234-026-0000 16-31-234-027-0000 16-31-234-028-0000 16-31-234-029-0000 16-31-234-030-0000 16-31-234-031-0000 16-31-234-032-0000 16-31-234-041-0000 16-31-404-003-0000 16-31-404-046-0000","6533  OGDEN BERWYN","11002","5-90 5-90 5-90 5-97 5-97 5-97 5-97 5-90 5-90 5-90 5-90 5-90 5-90 5-90 5-97 5-90 5-97","61:RETAIL-AUTOMOTIVE AUTO DEALERSHIP","76044",NA,"1921000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"14085",NA,NA,NA,NA,NA,"306151.56","0.07","0.089372969","0.159372969",NA,"2010","C","28.6","402831","0.05","382689.45","0.2","6","0","0","136.384483117711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","16-31-234-033-0000","16-31-234-033-0000","6507  OGDEN BERWYN","11002","5-22","58:RETAIL-AUTOMOTIVE SERVICE GARAGE","6072",NA,"380000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"5250",NA,NA,NA,NA,NA,"70024.5","0.095","0.089373493178562","0.184373493178562",NA,"1934","C","18","94500","0.05","89775","0.22","6","0","0","72.34228613916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","16-31-300-001-0000","16-31-300-001-0000 16-31-300-002-0000 16-31-300-003-0000","3501  HARLEM BERWYN","11002","5-92 5-92 5-17","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","12550",NA,"831000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"6830",NA,NA,NA,NA,NA,"142828.74144","0.0825","0.0893739001527177","0.171873900152718",NA,"1963","B","27.72","189327.6","0.08","174181.392","0.18","4","0","0","118.360476325111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","16-31-307-022-0000","16-31-307-021-0000 16-31-307-022-0000","6815  OGDEN BERWYN","11002","5-90 5-22","58:RETAIL-AUTOMOTIVE SERVICE GARAGE","6250",NA,"199000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"1947",NA,NA,NA,NA,NA,"36704.4546","0.095","0.089372969","0.184372969",NA,"1954","C","24.2","47117.4","0.05","44761.53","0.18","6","0","0","102.248177171785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","16-31-309-030-0000","16-31-309-030-0000","7125  OGDEN BERWYN","11002","5-92","77:RETAIL-MULTI TENANT","5803",NA,"649000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"6381",NA,NA,NA,NA,NA,"108264.00222","0.0775","0.089372969","0.166872969",NA,"1985","B","21.78","138978.18","0.05","132029.271","0.18","4","0","0","101.673866664409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","16-31-309-031-0000","16-31-309-031-0000 16-31-309-032-0000 16-31-309-033-0000 16-31-309-034-0000 16-31-309-035-0000 16-31-309-036-0000","7117  OGDEN BERWYN","11002","5-97 5-17 5-17 5-17 5-90 5-90","90:RETAIL-BANQUET HALLS","22499",NA,"1006000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"11404",NA,NA,NA,NA,NA,"175507.56","0.085","0.0893747609392281","0.174374760939228",NA,"1973","C","21.6","246326.4","0.05","234010.08","0.25","4","0","0","88.2581855143797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","16-31-312-003-0000","16-31-312-003-0000 16-31-312-004-0000","6940  OGDEN BERWYN","11002","5-28 5-90","67:RETAIL-BANKS","31569",NA,"1160000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"8148",NA,NA,NA,NA,NA,"190728.384","0.075","0.0893731581487404","0.16437315814874",NA,"1977","C","30.8","250958.4","0.05","238410.48","0.2","6","0","0","139.799731490832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","16-31-313-015-0000","16-31-313-015-0000 16-31-313-016-0000","6900  OGDEN BERWYN","11002","5-92 5-90","86:RETAIL-RESTAURANTS","20025",NA,"534000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"3849",NA,NA,NA,NA,NA,"89152.173825","0.0775","0.089372969","0.166872969",NA,"1992","B","31.46","121089.54","0.05","115035.063","0.225","4","0","0","138.802738027631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","16-31-314-012-0000","16-31-314-012-0000 16-31-314-013-0000","6830  OGDEN BERWYN","11002","5-97 5-97","77:RETAIL-MULTI TENANT","22925",NA,"941000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"11060",NA,NA,NA,NA,NA,"166430.88","0.0875","0.089373379970037","0.176873379970037",NA,"1950","C","19.8","218988","0.05","208038.6","0.2","4","0","0","85.0778110451057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","16-31-317-005-0000","16-31-317-004-0000 16-31-317-005-0000 16-31-317-006-0000","7104  OGDEN BERWYN","11002","5-90 5-28 5-28","68:RETAIL-BANKS, SMALL FORMAT","17162",NA,"392000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"1056",NA,NA,NA,NA,NA,"38843.904","0.07","0.089372969","0.159372969",NA,"1981","A","48.4","51110.4","0.05","48554.88","0.2","8","8714","148138","230.804509891511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","16-31-318-001-0000","16-31-318-001-0000 16-31-318-002-0000 16-31-318-003-0000 16-31-318-011-0000 16-31-318-012-0000","7050 W OGDEN BERWYN","11002","5-22 5-22 5-90 5-90 5-90","61:RETAIL-AUTOMOTIVE AUTO DEALERSHIP","51456",NA,"1354000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"12573",NA,NA,NA,NA,NA,"215828.193438","0.07","0.089372969","0.159372969",NA,"1977","C","23.166","291266.118","0.05","276702.8121","0.22","6","0","0","107.709645542212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","16-31-319-035-0000","16-31-319-035-0000","7000  OGDEN BERWYN","11002","5-22","58:RETAIL-AUTOMOTIVE SERVICE GARAGE","18142",NA,"966000",NA,NA,"Specials","Berwyn 2026 T11.PublicModel (1).xlsx",NA,"14641",NA,NA,NA,NA,NA,"178034.56","0.095","0.0893728672618819","0.184372867261882",NA,"1945","C","16","234256","0.05","222543.2","0.2","6","0","0","65.9533052806953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
